plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,cmf_type,plume_bounds,instrument,published_at,plume_png_object,plume_tif_object,rgb_png_object,rgb_tif_object,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,rgb_tif,rgb_png
emi20240101t162859p11002-A,-34.23466926296778,-70.70163302218631,2024-01-01T16:28:59+00,Solid Waste (6A),CH4,mfa,"[-70.73368646929265, -34.25869269897656, -70.66503516155367, -34.20143923287892]",emi,2024-03-27 18:25:21.890486+00:00,,,,,1637.438563198793,201.36415857638667,2.981481481481481,0.3666479606152467,234.65036900816077,9.192039499356245,openmeteo,ISS,NASA-JPL EMIT,emi20240101t162859p11002-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240101t162859p11002-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240101t162859p11002-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240101t162859p11002-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240104t154038p10003-A,-36.765738859372,-72.96140502266859,2024-01-04T15:40:38+00,Solid Waste (6A),CH4,mfa,"[-73.000715017555, -36.795121296598346, -72.93101332063924, -36.739766595638805]",emi,2024-05-16 16:18:10.208422+00:00,,,,,1291.804138438379,415.17709801616746,2.8333333333333335,0.9106141372699441,254.77558316373194,27.475796981573822,ecmwf_ifs,ISS,NASA-JPL EMIT,emi20240104t154038p10003-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240104t154038p10003-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240104t154038p10003-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240104t154038p10003-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240105t145150p09004-A,-32.96271501446038,-70.7948460597627,2024-01-05T14:51:50+00,Solid Waste (6A),CH4,mfa,"[-70.8274463543705, -32.999579278638066, -70.75883379904302, -32.942513301513124]",emi,2024-02-13 19:54:45.625005+00:00,,,,,3526.2208710969476,263.0364630110934,3.6018518518518516,0.2686781134916095,293.6661962795516,2.3572719421047945,openmeteo,ISS,NASA-JPL EMIT,emi20240105t145150p09004-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240105t145150p09004-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240105t145150p09004-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240105t145150p09004-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240108t140323p09003-A,-36.69460463898326,-72.16646644309402,2024-01-08T14:03:23+00,Solid Waste (6A),CH4,mfa,"[-72.19689739419452, -36.71642682309989, -72.12532812877609, -36.659521726533825]",emi,2024-03-27 18:25:43.928693+00:00,,,,,4556.0501117749245,56.3543092735038,5.601851851851852,0.0692899516069249,202.6666365779404,0.9428249972875716,openmeteo,ISS,NASA-JPL EMIT,emi20240108t140323p09003-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240108t140323p09003-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240108t140323p09003-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240108t140323p09003-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240109t131423p08003-A,-32.955564413915305,-70.79758101260262,2024-01-09T13:14:23+00,Solid Waste (6A),CH4,mfa,"[-70.82667503680159, -32.97549494705235, -70.73228273994599, -32.89577496490665]",emi,2024-02-13 19:54:45.469904+00:00,,,,,986.9976503454473,393.3026540053006,1.4537037037037035,0.5792774933191501,335.8964865721193,28.68094777318256,openmeteo,ISS,NASA-JPL EMIT,emi20240109t131423p08003-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240109t131423p08003-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240109t131423p08003-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240109t131423p08003-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240112t185917p12016-A,-34.53168790499732,-58.619955297787456,2024-01-12T18:59:17+00,Solid Waste (6A),CH4,mfa,"[-58.665637846013745, -34.5580998691586, -58.597745410519025, -34.50216817190147]",emi,2024-02-28 03:33:50.875990+00:00,,,,,11811.633194392469,424.4254192413894,5.101851851851852,0.18332398030762384,84.66500913598082,3.8597066768239543,openmeteo,ISS,NASA-JPL EMIT,emi20240112t185917p12016-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240112t185917p12016-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240112t185917p12016-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240112t185917p12016-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240112t185917p12016-B,-34.52999426142153,-58.63041232615491,2024-01-12T18:59:17+00,Solid Waste (6A),CH4,mfa,"[-58.670920000702125, -34.557051863616834, -58.60243832967218, -34.50063386288461]",emi,2024-02-28 03:33:50.738138+00:00,,,,,,,,,,,,ISS,NASA-JPL EMIT,emi20240112t185917p12016-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240112t185917p12016-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240112t185917p12016-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240112t185917p12016-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240114t185814p12006-A,-35.32778652857241,-71.64707633961105,2024-01-14T18:58:14+00,Solid Waste (6A),CH4,mfa,"[-71.68128446847324, -35.355322337485134, -71.61320306881787, -35.29929430942942]",emi,2024-03-27 18:19:37.649533+00:00,,,,,2166.1403933813313,11.24178026540939,5.046296296296297,0.026189140043946114,200.666670427471,0.47140651521930005,openmeteo,ISS,NASA-JPL EMIT,emi20240114t185814p12006-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240114t185814p12006-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240114t185814p12006-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240114t185814p12006-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240114t185837p12008-A,-34.234398196242694,-70.70063960431663,2024-01-14T18:58:37+00,Solid Waste (6A),CH4,mfa,"[-70.73070727406895, -34.25902951028105, -70.6624649325546, -34.20309479195637]",emi,2024-04-22 16:24:25.104911+00:00,,,,,1737.8389782797676,42.99816921116245,3.6666666666666665,0.09072184232530275,230.9978606740761,5.357052627974358,openmeteo,ISS,NASA-JPL EMIT,emi20240114t185837p12008-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240114t185837p12008-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240114t185837p12008-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240114t185837p12008-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240118t172300p11004-A,-36.76702299599616,-72.96491291510713,2024-01-18T17:23:00+00,Solid Waste (6A),CH4,mfa,"[-73.0004775934837, -36.79208014840273, -72.93179804527118, -36.73706085479362]",emi,2024-04-22 16:13:58.959122+00:00,,,,,2590.0352185600627,211.2010218972473,6.194444444444444,0.5051178406291058,173.65270805159886,7.325638579534581,openmeteo,ISS,NASA-JPL EMIT,emi20240118t172300p11004-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240118t172300p11004-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240118t172300p11004-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240118t172300p11004-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240118t172324p11006-A,-35.32777915172789,-71.64712932490765,2024-01-18T17:23:24+00,Solid Waste (6A),CH4,mfa,"[-71.68183391435437, -35.354697390796474, -71.61267297978601, -35.29827103630153]",emi,2024-03-14 19:16:36.605340+00:00,,,,,3303.8857927483928,216.23026446031946,4.953703703703703,0.3242063222224366,198.66687370009674,2.8678908254511524,openmeteo,ISS,NASA-JPL EMIT,emi20240118t172324p11006-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240118t172324p11006-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240118t172324p11006-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240118t172324p11006-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240118t172336p11007-B,-34.823180157711896,-71.18093720553395,2024-01-18T17:23:36+00,Solid Waste (6A),CH4,mfa,"[-71.21287162631369, -34.849086662486485, -71.14447625938034, -34.792938184450506]",emi,2024-03-22 00:26:54.497916+00:00,,,,,1831.7208628826866,54.95790714910461,4.0,0.12001371663718265,199.33336342205956,0.9428249972875716,openmeteo,ISS,NASA-JPL EMIT,emi20240118t172336p11007-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240118t172336p11007-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240118t172336p11007-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240118t172336p11007-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240120t154941p10018-A,-34.52776832768573,-58.62263212272401,2024-01-20T15:49:41+00,Solid Waste (6A),CH4,mfa,"[-58.70253172373964, -34.56375860658375, -58.59825554157478, -34.477843337777614]",emi,2024-02-21 17:36:02.960422+00:00,,,,,4223.294687120014,125.4859701587315,4.25,0.1262794601572764,95.67215408649344,7.416468005408821,openmeteo,ISS,NASA-JPL EMIT,emi20240120t154941p10018-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240120t154941p10018-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240120t154941p10018-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240120t154941p10018-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240120t154941p10018-E,-34.78555457354089,-58.66960991689663,2024-01-20T15:49:41+00,Solid Waste (6A),CH4,mfa,"[-58.709472786371556, -34.814239523167394, -58.641510214285645, -34.75842286348815]",emi,2024-07-08 16:10:56.986662+00:00,,,,,1597.7716564204384,127.26516106878711,4.12962962962963,0.3289318457098446,121.33387178440329,3.3005161121070095,ecmwf_ifs,ISS,NASA-JPL EMIT,emi20240120t154941p10018-E_l3a-vis-ch4-mfa-v002_plume.tif,emi20240120t154941p10018-E_l3a-vis-ch4-mfa-v002_plume.png,emi20240120t154941p10018-E_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240120t154941p10018-E_l3a-vis-ch4-mfa-v002_rgb.png
emi20240122t154730p10006-A,-36.76642700775129,-72.96286757915107,2024-01-22T15:47:30+00,Solid Waste (6A),CH4,mfa,"[-72.9806743705374, -36.80465698621985, -72.91147648928501, -36.7497093790307]",emi,2024-03-27 18:25:53.773064+00:00,,,,,2146.020730260361,815.4391984776663,3.425925925925926,1.3017741402441918,301.66351543576985,4.4986448307450075,openmeteo,ISS,NASA-JPL EMIT,emi20240122t154730p10006-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240122t154730p10006-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240122t154730p10006-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240122t154730p10006-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240122t154754p10008-A,-35.327362989023634,-71.64734803360008,2024-01-22T15:47:54+00,Solid Waste (6A),CH4,mfa,"[-71.67378729654007, -35.353780822006165, -71.60530202758972, -35.29790527981118]",emi,2024-03-27 18:19:37.618068+00:00,,,,,1443.518928630689,452.8878167896759,1.1574074074074074,0.3631235472431032,293.65903520218757,7.854958292516213,openmeteo,ISS,NASA-JPL EMIT,emi20240122t154754p10008-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240122t154754p10008-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240122t154754p10008-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240122t154754p10008-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240123t090751p06002-A,18.65571556590963,73.85765452773862,2024-01-23T09:07:51+00,Solid Waste (6A),CH4,mfa,"[73.82056944396484, 18.62815106527076, 73.88458013199521, 18.68879750146752]",emi,2024-02-08 00:09:33.567642+00:00,,,,,1378.6981801876543,362.4469586388563,1.0648148148148147,0.2799299344042773,165.16472797944763,41.21933944379177,openmeteo,ISS,NASA-JPL EMIT,emi20240123t090751p06002-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240123t090751p06002-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240123t090751p06002-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240123t090751p06002-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240124t143039p10001-A,14.801963635548006,-17.309841127270545,2024-01-24T14:30:39+00,Solid Waste (6A),CH4,mfa,"[-17.34528705617062, 14.77173630442149, -17.281358051824633, 14.83301085889462]",emi,2024-02-08 00:13:34.287273+00:00,,,,,6490.435620210371,461.4820819804632,4.648148148148148,0.3304920055106434,25.017284782520655,10.731769469551434,openmeteo,ISS,NASA-JPL EMIT,emi20240124t143039p10001-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240124t143039p10001-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240124t143039p10001-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240124t143039p10001-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240125t090838p06003-A,25.79638425443227,68.69783081083096,2024-01-25T09:08:38+00,Oil & Gas (1B2),CH4,mfa,"[68.66709102728633, 25.75715356425698, 68.73256593926722, 25.816108500360578]",emi,2024-04-03 22:12:49.001736+00:00,,,,,1562.5927154494989,326.5447027817596,1.1296296296296295,0.23606571822188824,280.9975578539418,4.322030246130231,openmeteo,ISS,NASA-JPL EMIT,emi20240125t090838p06003-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240125t090838p06003-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240125t090838p06003-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240125t090838p06003-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240125t134923p09005-A,32.07422084191407,4.154724272424829,2024-01-25T13:49:23+00,Oil & Gas (1B2),CH4,mfa,"[4.125326101554075, 32.04542937657524, 4.192578249212552, 32.10291178390841]",emi,2024-03-27 18:29:38.120198+00:00,,,,,262.481696881358,4.170844669711465,0.8240740740740741,0.013094570021973107,281.6679581961559,3.3005159241886606,openmeteo,ISS,NASA-JPL EMIT,emi20240125t134923p09005-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240125t134923p09005-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240125t134923p09005-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240125t134923p09005-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t082026p06002-A,22.982978612087194,72.56714089349566,2024-01-26T08:20:26+00,Solid Waste (6A),CH4,mfa,"[72.51667567014653, 22.941180553684095, 72.58207780471105, 23.001396330372618]",emi,2024-02-08 00:09:12.776090+00:00,,,,,3777.232833025497,102.9617812275408,2.9999999999999996,0.0817755635771096,69.33455141203405,4.923880295033877,openmeteo,ISS,NASA-JPL EMIT,emi20240126t082026p06002-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t082026p06002-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t082026p06002-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t082026p06002-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t082026p06002-B,22.79959315848336,72.58280659763295,2024-01-26T08:20:26+00,Oil & Gas (1B2),CH4,mfa,"[72.5434942503826, 22.76402740035409, 72.60824821605216, 22.824243362776727]",emi,2024-07-08 16:30:26.030206+00:00,,,,,4213.823462439178,134.2898003863281,2.9629629629629632,0.09442628728875535,64.33261648812783,5.315318110100115,ecmwf_ifs,ISS,NASA-JPL EMIT,emi20240126t082026p06002-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t082026p06002-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t082026p06002-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t082026p06002-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t082026p06002-C,22.795080558038862,72.60423957005145,2024-01-26T08:20:26+00,Oil & Gas (1B2),CH4,mfa,"[72.56934223158356, 22.763890864623608, 72.63466022959105, 22.823588769442022]",emi,2024-06-07 20:56:45.801128+00:00,,,,,1581.7222360832727,50.40770341795142,2.9629629629629632,0.09442628728875535,64.33261648812783,5.315318110100115,ecmwf_ifs,ISS,NASA-JPL EMIT,emi20240126t082026p06002-C_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t082026p06002-C_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t082026p06002-C_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t082026p06002-C_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t095456p07024-A,28.046775952446552,53.20004228579711,2024-01-26T09:54:56+00,Oil & Gas (1B2),CH4,mfa,"[53.16444769164923, 28.021855974106924, 53.23109634615119, 28.080675219044604]",emi,2024-04-03 22:10:08.530711+00:00,,,,,2407.003876556647,602.6029436307509,3.0277777777777772,0.758016145847999,190.00817540661814,7.491314510665296,openmeteo,ISS,NASA-JPL EMIT,emi20240126t095456p07024-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t095456p07024-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t095456p07024-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t095456p07024-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t130103p09005-A,28.68458625883531,7.193115609797019,2024-01-26T13:01:03+00,Oil & Gas (1B2),CH4,mfa,"[7.1592417805635185, 28.65635441333558, 7.2258969102535024, 28.714324798728633]",emi,2024-03-01 21:49:36.335412+00:00,,,,,1958.3742468305695,272.6131503324908,3.4537037037037037,0.48076870317582104,73.6617424634694,9.827359860707581,openmeteo,ISS,NASA-JPL EMIT,emi20240126t130103p09005-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t130103p09005-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t130103p09005-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t130103p09005-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t130103p09005-B,28.72275485021015,7.520616654551759,2024-01-26T13:01:03+00,Oil & Gas (1B2),CH4,mfa,"[7.48442039934087, 28.691072286990444, 7.550532082968073, 28.74955479250466]",emi,2024-03-01 21:49:36.190446+00:00,,,,,845.9752340119516,125.42907147543006,3.296296296296296,0.4887275266813572,71.33912422273822,10.647899217259106,openmeteo,ISS,NASA-JPL EMIT,emi20240126t130103p09005-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t130103p09005-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t130103p09005-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t130103p09005-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240126t141129p09019-A,-36.69510266619792,-72.16765148310259,2024-01-26T14:11:29+00,Solid Waste (6A),CH4,mfa,"[-72.20038691127127, -36.72610875388065, -72.1305085549398, -36.6696015566857]",emi,2024-03-14 18:56:05.160267+00:00,,,,,1343.720989501208,88.3789489620562,1.6296296296296298,0.10718367502583552,318.264489520886,13.645598371582246,openmeteo,ISS,NASA-JPL EMIT,emi20240126t141129p09019-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240126t141129p09019-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240126t141129p09019-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240126t141129p09019-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t133000p08045-A,-20.619861135797606,-49.337474671079576,2024-01-27T13:30:00+00,Solid Waste (6A),CH4,mfa,"[-49.3711192776167, -20.6558407861247, -49.30679200781944, -20.59563680880811]",emi,2024-02-22 17:53:35.630095+00:00,,,,,2057.059476371131,912.700433483551,1.3611111111111114,0.6039138466340863,333.996295319776,81.83515506166177,openmeteo,ISS,NASA-JPL EMIT,emi20240127t133000p08045-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t133000p08045-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t133000p08045-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t133000p08045-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t164546p11002-A,9.543646201885238,-73.50258010557403,2024-01-27T16:45:46+00,Coal Mining (1B1a),CH4,mfa,"[-73.52620413497952, 9.509990121009691, -73.4629551309869, 9.571826522663638]",emi,2024-02-22 17:51:58.407594+00:00,,,,,1170.9052404019747,455.5162086665871,1.3425925925925926,0.5223075843026095,115.00642976146472,6.689007577486925,openmeteo,ISS,NASA-JPL EMIT,emi20240127t164546p11002-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t164546p11002-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t164546p11002-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t164546p11002-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195904p13008-A,31.391311960336196,-101.44279826937446,2024-01-27T19:59:04+00,Oil & Gas (1B2),CH4,mfa,"[-101.47532917165437, 31.35388570833397, -101.40667730141308, 31.411997526835755]",emi,2024-03-01 21:49:35.909717+00:00,,,,,6060.157674833212,494.80330785230075,5.94140625,0.485107421875,346.1296001731858,1.8602059764319514,hrrr,ISS,NASA-JPL EMIT,emi20240127t195904p13008-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195904p13008-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195904p13008-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195904p13008-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195904p13008-B,31.571074166110236,-101.81762272135055,2024-01-27T19:59:04+00,Oil & Gas (1B2),CH4,mfa,"[-101.84962520250362, 31.537527286106048, -101.78143705002039, 31.595625800771213]",emi,2024-03-01 21:49:36.582179+00:00,,,,,2130.1250743854316,297.7751255043114,4.984375,0.69677734375,348.83346545237146,2.171225579026998,hrrr,ISS,NASA-JPL EMIT,emi20240127t195904p13008-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195904p13008-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195904p13008-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195904p13008-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195904p13008-C,31.36285690972042,-101.77699937304537,2024-01-27T19:59:04+00,Oil & Gas (1B2),CH4,mfa,"[-101.8113851011125, 31.329199811983244, -101.74276562511136, 31.38729947358038]",emi,2024-03-27 18:15:53.524502+00:00,,,,,2179.3355335336487,140.86771257056563,5.3671875,0.346923828125,353.28672636573384,3.554884862471161,hrrr,ISS,NASA-JPL EMIT,emi20240127t195904p13008-C_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195904p13008-C_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195904p13008-C_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195904p13008-C_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195915p13009-A,32.281199444346626,-101.55169974858035,2024-01-27T19:59:15+00,Oil & Gas (1B2),CH4,mfa,"[-101.58280380039477, 32.24663959412725, -101.51373613152451, 32.3045406909495]",emi,2024-03-14 18:59:23.357258+00:00,,,,,3779.991288693024,588.2201967709943,5.18359375,0.806640625,338.3064534695622,5.514437778720406,hrrr,ISS,NASA-JPL EMIT,emi20240127t195915p13009-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195915p13009-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195915p13009-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195915p13009-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195915p13009-B,31.858086874980984,-101.7642579417265,2024-01-27T19:59:15+00,Oil & Gas (1B2),CH4,mfa,"[-101.80024474148057, 31.79106907281223, -101.70764060540681, 31.869746731245247]",emi,2024-03-14 18:59:11.983385+00:00,,,,,16605.413084395877,2120.261575215225,4.91015625,0.626953125,341.2305377079674,8.819277816846796,hrrr,ISS,NASA-JPL EMIT,emi20240127t195915p13009-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195915p13009-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195915p13009-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195915p13009-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195915p13009-C,32.36330023341614,-101.32792864657293,2024-01-27T19:59:15+00,Oil & Gas (1B2),CH4,mfa,"[-101.35818430238352, 32.3283182586735, -101.29080417077786, 32.38523640112211]",emi,2024-03-14 18:59:47.105975+00:00,,,,,3532.281052569482,395.3904435186491,5.45703125,0.61083984375,337.88901279805856,6.3726556039704425,hrrr,ISS,NASA-JPL EMIT,emi20240127t195915p13009-C_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195915p13009-C_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195915p13009-C_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195915p13009-C_l3a-vis-ch4-mfa-v002_rgb.png
emi20240127t195915p13009-D,31.845105209063902,-101.77165563918767,2024-01-27T19:59:15+00,Oil & Gas (1B2),CH4,mfa,"[-101.80024474148057, 31.79106907281223, -101.70764060540681, 31.869746731245247]",emi,2024-03-14 18:59:12.069751+00:00,,,,,4227.892232807913,539.8382683895545,4.91015625,0.626953125,341.2305377079674,8.819277816846796,hrrr,ISS,NASA-JPL EMIT,emi20240127t195915p13009-D_l3a-vis-ch4-mfa-v002_plume.tif,emi20240127t195915p13009-D_l3a-vis-ch4-mfa-v002_plume.png,emi20240127t195915p13009-D_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240127t195915p13009-D_l3a-vis-ch4-mfa-v002_rgb.png
emi20240128t191103p13006-A,28.039973898577344,-99.37514688242379,2024-01-28T19:11:03+00,Oil & Gas (1B2),CH4,mfa,"[-99.41455074481235, 28.004959657629886, -99.34911139833308, 28.06272101203389]",emi,2024-03-14 18:56:55.850676+00:00,,,,,3087.1937615958054,1441.8212622837552,1.1552734375,0.53955078125,43.00865959972187,27.32204939329836,hrrr,ISS,NASA-JPL EMIT,emi20240128t191103p13006-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240128t191103p13006-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240128t191103p13006-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240128t191103p13006-A_l3a-vis-ch4-mfa-v002_rgb.png
emi20240128t191103p13006-B,27.87167368575065,-99.2928697124618,2024-01-28T19:11:03+00,Oil & Gas (1B2),CH4,mfa,"[-99.32643142384158, 27.83851922755848, -99.26051436414095, 27.896791858444637]",emi,2024-03-14 18:57:19.002481+00:00,,,,,1659.9883972000323,860.5904994867459,1.45703125,0.75537109375,16.842230502612406,21.4220439345496,hrrr,ISS,NASA-JPL EMIT,emi20240128t191103p13006-B_l3a-vis-ch4-mfa-v002_plume.tif,emi20240128t191103p13006-B_l3a-vis-ch4-mfa-v002_plume.png,emi20240128t191103p13006-B_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240128t191103p13006-B_l3a-vis-ch4-mfa-v002_rgb.png
emi20240128t191115p13007-A,28.189077984311695,-99.16972884110208,2024-01-28T19:11:15+00,Oil & Gas (1B2),CH4,mfa,"[-99.19945411128943, 28.15270229632648, -99.13470374974753, 28.210281975430707]",emi,2024-03-14 18:56:47.848507+00:00,,,,,1367.9226293347544,480.23413589422665,1.1884765625,0.417236328125,97.06345629502519,36.705403887236756,hrrr,ISS,NASA-JPL EMIT,emi20240128t191115p13007-A_l3a-vis-ch4-mfa-v002_plume.tif,emi20240128t191115p13007-A_l3a-vis-ch4-mfa-v002_plume.png,emi20240128t191115p13007-A_l3a-vis-ch4-mfa-v002_rgb.tif,emi20240128t191115p13007-A_l3a-vis-ch4-mfa-v002_rgb.png
